prodcodeid,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength,bnfchapter,groups
"4418141000033112","12911011000001100","Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free","Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Beclometasone dipropionate/ Formoterol fumarate dihydrate","100.000microgram/1.000dose + 6.000microgram/1.000dose","3020000","laba_ics"
"4418241000033117","12906411000001100","Fostair 100micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)","Fostair 100micrograms/dose / 6micrograms/dose inhaler","Pressurised inhalation","Inhalation","Beclometasone dipropionate/ Formoterol fumarate dihydrate","100.000microgram/1.000dose + 6.000microgram/1.000dose","3020000","laba_ics"
"44441000033116","323570001","Ampicillin 250mg capsules","Ampicillin 250mg capsules","Capsule","Oral","Ampicillin","250.000mg","5010103","abx"
"44541000033115","323571002","Ampicillin 500mg capsules","Ampicillin 500mg capsules","Capsule","Oral","Ampicillin","500.000mg","5010103","abx"
"4498841000033119","13566211000001103","Salbutamol 100micrograms/dose dry powder inhalation cartridge with device","Salbutamol 100micrograms/dose dry powder inhalation cartridge with device","Inhalation powder","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101","saba"
"4498941000033110","13566111000001109","Salbutamol 100micrograms/dose dry powder inhalation cartridge","Salbutamol 100micrograms/dose dry powder inhalation cartridge","Inhalation powder","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101","saba"
"4499041000033118","","Novolizer Salbulin Inhalation Cartridge + Device 100 micrograms/dose","","","","","","","saba"
"4499141000033119","","Novolizer Salbulin Inhalation Cartridge Refill 100 micrograms/dose","","","","","","","saba"
"46841000033112","","Amoxil Dispersible tablets 500 mg","","","","","","","abx"
"472341000033113","","Doxycycline Capsules 100 mg","","","","","","","abx"
"47241000033111","","Amoxil Fiztabs 125 mg","","","","","","","abx"
"472541000033118","","Doxycycline Capsules 50 mg","","","","","","","abx"
"47341000033118","","Amoxil Fiztabs 250 mg","","","","","","","abx"
"473641000033113","","Doxycycline Dispersible tablets 100 mg","","","","","","","abx"
"47441000033112","","Amoxil Fiztabs 500 mg","","","","","","","abx"
"479441000033114","","Doxycycline Syrup 50 mg/5 ml","","","","","","","abx"
"4815041000033111","14959511000001107","Budesonide 100micrograms/dose inhaler CFC free","Budesonide 100micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Budesonide","100.000microgram/1.000dose","","ics"
"4815141000033110","15374611000001106","Budesonide 200micrograms/dose inhaler CFC free","Budesonide 200micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Budesonide","200.000microgram/1.000dose","","ics"
"4815241000033115","14951111000001102","Pulmicort 100micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)","Pulmicort 100micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Budesonide","100.000microgram/1.000dose","","ics"
"4815341000033113","15358411000001102","Pulmicort 200micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)","Pulmicort 200micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Budesonide","200.000microgram/1.000dose","","ics"
"481941000033110","","Doxycycline Tablets 100 mg","","","","","","","abx"
"4823241000033113","9004411000001108","Ciclesonide 160micrograms/dose inhaler CFC free","Ciclesonide 160micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Ciclesonide","160.000microgram/1.000dose","3020000","ics"
"4823341000033115","9004211000001109","Alvesco 160 inhaler (AstraZeneca UK Ltd)","Alvesco 160 inhaler","Pressurised inhalation","Inhalation","Ciclesonide","160.000microgram/1.000dose","3020000","ics"
"5140041000033112","","Oxis Turbuhaler 4.5 micrograms/dose","","","","","","","laba"
"5140141000033111","","Oxis Turbuhaler 9 micrograms/dose","","","","","","","laba"
"5140541000033119","","Symbicort Turbuhaler 80/4.5 micrograms/dose","","","","","","","laba_ics"
"5140741000033110","","Symbicort Turbuhaler 160/4.5 micrograms/dose","","","","","","","laba_ics"
"5150141000033114","36564611000001104","Doxycycline 40mg modified-release capsules","Doxycycline 40mg modified-release capsules","Modified-release capsule","Oral","Doxycycline monohydrate","40.000mg","5010300","abx"
"52041000033115","323572009","Ampicillin 125mg/5ml oral suspension","Ampicillin 125mg/5ml oral suspension","Oral suspension","Oral","Ampicillin","25.000mg/1.000ml","5010103","abx"
"52141000033116","323573004","Ampicillin 250mg/5ml oral suspension","Ampicillin 250mg/5ml oral suspension","Oral suspension","Oral","Ampicillin","50.000mg/1.000ml","5010103","abx"
"52841000033110","389311000001106","Amoxil 125mg/1.25ml paediatric oral suspension (GlaxoSmithKline UK Ltd)","Amoxil 125mg/1.25ml paediatric oral suspension","Oral suspension","Oral","Amoxicillin trihydrate","100.000mg/1.000ml","5010103","abx"
"5331141000033112","","Augmentin Sr M/R tablets 1000 mg + 62.5 mg","","","","","","","abx"
"53341000033114","","Ampicillin Paediatric suspension 125 mg/1.25 ml","","","","","","","abx"
"534241000033118","36064711000001106","Erythromycin 250mg gastro-resistant capsules","Erythromycin 250mg gastro-resistant capsules","Gastro-resistant capsule","Oral","Erythromycin","250.000mg","5010500","abx"
"534341000033111","","Erythromycin Ethyl Succinate Granules 1 gram/sachet","","","","","","","abx"
"53441000033115","","Ampicillin Paediatric tablets 125 mg","","","","","","","abx"
"534441000033117","","Erythromycin Ethyl Succinate Granules 125 mg/sachet","","","","","","","abx"
"534541000033116","","Erythromycin Ethyl Succinate Granules 250 mg/sachet","","","","","","","abx"
"534641000033115","","Erythromycin Ethyl Succinate Granules 500 mg/sachet","","","","","","","abx"
"534741000033112","","Erythroped Granules forte 500 mg/sachet","","","","","","","abx"
"535741000033113","","Erythromycin Ethyl Succinate Mixture 125 mg/5 ml","","","","","","","abx"
"535841000033115","","Erythromycin Ethyl Succinate Mixture 250 mg/5 ml","","","","","","","abx"
"535941000033111","","Erythromycin Ethyl Succinate Mixture 500 mg/5 ml","","","","","","","abx"
"536041000033118","","Erythroped P.i. sachets 125 mg/sachet","","","","","","","abx"
"536141000033119","294211000001105","Erythroped PI SF 125mg/5ml oral suspension (Advanz Pharma)","Erythroped PI SF 125mg/5ml oral suspension","Oral suspension","Oral","Erythromycin ethyl succinate","25.000mg/1.000ml","5010500","abx"
"536241000033114","","Erythromycin Paediatric suspension 125 mg/5 ml","","","","","","","abx"
"536341000033116","","Erythroped P.i. suspension 125 mg/5 ml","","","","","","","abx"
"536441000033110","","Erythroped Sachets 250 mg/sachet","","","","","","","abx"
"536541000033111","","Erythroped A Sachets 1 gram/sachet","","","","","","","abx"
"536741000033115","","Erythromycin Tablets 250 mg","","","","","","","abx"
"536841000033113","","Erythromycin Stearate tablets 500 mg","","","","","","","abx"
"536941000033117","324180003","Erythromycin stearate 250mg tablets","Erythromycin stearate 250mg tablets","Tablet","Oral","Erythromycin stearate","250.000mg","5010500","abx"
"537041000033116","","Erythromycin Suspension 500 mg/5 ml","","","","","","","abx"
"537141000033117","","Erythroped Suspension 250 mg/5 ml","","","","","","","abx"
"537241000033112","178911000001100","Erythroped Forte SF 500mg/5ml oral suspension (Advanz Pharma)","Erythroped Forte SF 500mg/5ml oral suspension","Oral suspension","Oral","Erythromycin ethyl succinate","100.000mg/1.000ml","5010500","abx"
"537341000033119","108811000001104","Erythroped SF 250mg/5ml oral suspension (Advanz Pharma)","Erythroped SF 250mg/5ml oral suspension","Oral suspension","Oral","Erythromycin ethyl succinate","50.000mg/1.000ml","5010500","abx"
"537441000033113","36564711000001108","Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free","Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free","Oral suspension","Oral","Erythromycin ethyl succinate","25.000mg/1.000ml","5010500","abx"
"537541000033114","39107311000001103","Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free","Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free","Oral suspension","Oral","Erythromycin ethyl succinate","50.000mg/1.000ml","5010500","abx"
"537641000033110","324232005","Erythromycin ethyl succinate 125mg/5ml oral suspension","Erythromycin ethyl succinate 125mg/5ml oral suspension","Oral suspension","Oral","Erythromycin ethyl succinate","25.000mg/1.000ml","5010500","abx"
"537741000033118","324233000","Erythromycin ethyl succinate 250mg/5ml oral suspension","Erythromycin ethyl succinate 250mg/5ml oral suspension","Oral suspension","Oral","Erythromycin ethyl succinate","50.000mg/1.000ml","5010500","abx"
"537841000033111","324234006","Erythromycin ethyl succinate 500mg/5ml oral suspension","Erythromycin ethyl succinate 500mg/5ml oral suspension","Oral suspension","Oral","Erythromycin ethyl succinate","100.000mg/1.000ml","5010500","abx"
"537941000033115","39107211000001106","Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free","Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free","Oral suspension","Oral","Erythromycin ethyl succinate","100.000mg/1.000ml","5010500","abx"
"538241000033113","","Erythroped Sugar free granules 250 mg/sachet","","","","","","","abx"
"538341000033115","","Erythromycin Sugar free granules 250 mg/sachet","","","","","","","abx"
"538441000033114","","Erythromycin Suspension 250 mg/5 ml","","","","","","","abx"
"538541000033110","","Erythromycin Sugar free suspension 125mg/5ml","","","","","","","abx"
"538641000033111","","Erythromycin Sugar free suspension 250mg/5ml","","","","","","","abx"
"538841000033112","324179001","Erythromycin ethyl succinate 500mg tablets","Erythromycin ethyl succinate 500mg tablets","Tablet","Oral","Erythromycin ethyl succinate","500.000mg","5010500","abx"
"5393141000033116","13533511000001104","Salbulin Novolizer 100micrograms/dose inhalation powder (Mylan)","Salbulin Novolizer 100micrograms/dose inhalation powder","Inhalation powder","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101","saba"
"5393241000033111","13533711000001109","Salbulin Novolizer 100micrograms/dose inhalation powder refill (Mylan)","Salbulin Novolizer 100micrograms/dose inhalation powder refill","Inhalation powder","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","3010101","saba"
"5393341000033118","8031811000001102","Budelin Novolizer 200micrograms/dose inhalation powder (Mylan)","Budelin Novolizer 200micrograms/dose inhalation powder","Inhalation powder","Inhalation","Budesonide","200.000microgram/1.000dose","3020000","ics"
"5393441000033112","9111811000001100","Budelin Novolizer 200micrograms/dose inhalation powder refill (Mylan)","Budelin Novolizer 200micrograms/dose inhalation powder refill","Inhalation powder","Inhalation","Budesonide","200.000microgram/1.000dose","3020000","ics"
"540041000033119","","Erythromycin Tablets 500 mg","","","","","","","abx"
"540141000033115","580811000001109","Erythroped A 500mg tablets (Advanz Pharma)","Erythroped A 500mg tablets","Tablet","Oral","Erythromycin ethyl succinate","500.000mg","13060200","abx"
"54041000033110","","Amoxil Sachets sf 750 mg","","","","","","","abx"
"55941000033112","234411000001104","Amoxil 125mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)","Amoxil 125mg/5ml syrup sucrose free","Oral suspension","Oral","Amoxicillin trihydrate","25.000mg/1.000ml","","abx"
"56041000033119","689711000001103","Amoxil 250mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)","Amoxil 250mg/5ml syrup sucrose free","Oral suspension","Oral","Amoxicillin trihydrate","50.000mg/1.000ml","","abx"
"56541000033112","","Ampicillin Syrup 125 mg/5 ml","","","","","","","abx"
"56641000033113","","Ampicillin Syrup forte 250 mg/5 ml","","","","","","","abx"
"5697041000033116","7322211000001104","Co-amoxiclav 125mg/31mg/5ml oral suspension","Co-amoxiclav 125mg/31mg/5ml oral suspension","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","25.000mg/1.000ml + 6.250mg/1.000ml","5010103","abx"
"5697141000033117","7322311000001107","Co-amoxiclav 250mg/62mg/5ml oral suspension","Co-amoxiclav 250mg/62mg/5ml oral suspension","Oral suspension","Oral","Amoxicillin trihydrate/ Potassium clavulanate","50.000mg/1.000ml + 12.500mg/1.000ml","5010103","abx"
"5707041000033111","17313711000001107","Indacaterol 150microgram inhalation powder capsules with device","Indacaterol 150microgram inhalation powder capsules with device","Inhalation powder","Inhalation","Indacaterol maleate","150.000microgram","3010101","laba"
"5707141000033110","17313811000001104","Indacaterol 300microgram inhalation powder capsules with device","Indacaterol 300microgram inhalation powder capsules with device","Inhalation powder","Inhalation","Indacaterol maleate","300.000microgram","3010101","laba"
"5707241000033115","17300811000001109","Onbrez Breezhaler 150microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)","Onbrez Breezhaler 150microgram inhalation powder capsules with device","Inhalation powder","Inhalation","Indacaterol maleate","150.000microgram","3010101","laba"
"5707341000033113","17299911000001102","Onbrez Breezhaler 300microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)","Onbrez Breezhaler 300microgram inhalation powder capsules with device","Inhalation powder","Inhalation","Indacaterol maleate","300.000microgram","3010101","laba"
"5747941000033119","4865011000001104","Cefalexin 125mg/5ml oral suspension sugar free","Cefalexin 125mg/5ml oral suspension sugar free","Oral suspension","Oral","Cefalexin","25.000mg/1.000ml","5010200","abx"
"576741000033118","3184311000001107","Flixotide 100micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)","Flixotide 100micrograms/dose Accuhaler","Inhalation powder","Inhalation","Fluticasone propionate","100.000microgram/1.000dose","3020000","ics"
"576841000033111","3184911000001108","Flixotide 250micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)","Flixotide 250micrograms/dose Accuhaler","Inhalation powder","Inhalation","Fluticasone propionate","250.000microgram/1.000dose","3020000","ics"
"576941000033115","3183811000001101","Flixotide 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)","Flixotide 50micrograms/dose Accuhaler","Inhalation powder","Inhalation","Fluticasone propionate","50.000microgram/1.000dose","3020000","ics"
"577041000033119","3185211000001103","Flixotide 500micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)","Flixotide 500micrograms/dose Accuhaler","Inhalation powder","Inhalation","Fluticasone propionate","500.000microgram/1.000dose","3020000","ics"
"577141000033115","","Fluticasone Propionate Accuhaler 100 micrograms/dose","","","","","","","ics"
"577241000033110","","Fluticasone Propionate Accuhaler 250 micrograms/dose","","","","","","","ics"
"577341000033117","","Fluticasone Propionate Accuhaler 50 micrograms/dose","","","","","","","ics"
"577441000033111","","Fluticasone Propionate Accuhaler 500 micrograms/dose","","","","","","","ics"
"5811241000033111","38895411000001109","Mometasone 200micrograms/dose dry powder inhaler","Mometasone 200micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Mometasone furoate","200.000microgram/1.000dose","3020000","ics"
"5811341000033118","38895611000001107","Mometasone 400micrograms/dose dry powder inhaler","Mometasone 400micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Mometasone furoate","400.000microgram/1.000dose","3020000","ics"
"5811441000033112","4045711000001107","Asmanex 200micrograms/dose Twisthaler (Organon Pharma (UK) Ltd)","Asmanex 200micrograms/dose Twisthaler","Inhalation powder","Inhalation","Mometasone furoate","200.000microgram/1.000dose","3020000","ics"
"5811541000033113","4043811000001103","Asmanex 400micrograms/dose Twisthaler (Organon Pharma (UK) Ltd)","Asmanex 400micrograms/dose Twisthaler","Inhalation powder","Inhalation","Mometasone furoate","400.000microgram/1.000dose","3020000","ics"
"581241000033110","3098611000001101","Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)","Flixotide 100microgram disks with Diskhaler","Inhalation powder","Inhalation","Fluticasone propionate","100.000microgram","","ics"
"581341000033117","3106311000001102","Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)","Flixotide 250microgram disks with Diskhaler","Inhalation powder","Inhalation","Fluticasone propionate","250.000microgram","","ics"
"581441000033111","3097711000001109","Flixotide 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)","Flixotide 50microgram disks with Diskhaler","Inhalation powder","Inhalation","Fluticasone propionate","50.000microgram","","ics"
"581541000033112","","Fluticasone Propionate Disks with diskhaler 100 micrograms/dose","","","","","","","ics"
"581641000033113","","Fluticasone Propionate Disks with diskhaler 250 micrograms/dose","","","","","","","ics"
"581741000033116","","Fluticasone Propionate Disks with diskhaler 50 micrograms/dose","","","","","","","ics"
"581841000033114","3108411000001105","Flixotide 500microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)","Flixotide 500microgram disks with Diskhaler","Inhalation powder","Inhalation","Fluticasone propionate","500.000microgram","","ics"
"581941000033118","","Fluticasone Propionate Disks with diskhaler 500 micrograms/puff","","","","","","","ics"
"585641000033110","","Flixotide Inhaler 125 micrograms/puff","","","","","","","ics"
"585741000033118","4856011000001103","Flixotide 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd)","Flixotide 25micrograms/dose inhaler","Pressurised inhalation","Inhalation","Fluticasone propionate","25.000microgram/1.000dose","3020000","ics"
"585841000033111","","Flixotide Inhaler 50 micrograms/puff","","","","","","","ics"
"585941000033115","","Fluticasone Propionate Inhaler 125 micrograms/puff","","","","","","","ics"
"586041000033113","36059111000001102","Fluticasone 25micrograms/dose inhaler","Fluticasone 25micrograms/dose inhaler","Pressurised inhalation","Inhalation","Fluticasone propionate","25.000microgram/1.000dose","3020000","ics"
"586141000033112","","Fluticasone Propionate Inhaler 50 micrograms/puff","","","","","","","ics"
"586241000033117","","Flixotide Inhaler 250 micrograms/puff","","","","","","","ics"
"586341000033110","","Fluticasone Propionate Inhaler 250 micrograms/puff","","","","","","","ics"
"590841000033115","3099611000001105","Flixotide 100microgram disks (GlaxoSmithKline UK Ltd)","Flixotide 100microgram disks","Inhalation powder","Inhalation","Fluticasone propionate","100.000microgram","3020000","ics"
"590941000033111","3103511000001100","Flixotide 250microgram disks (GlaxoSmithKline UK Ltd)","Flixotide 250microgram disks","Inhalation powder","Inhalation","Fluticasone propionate","250.000microgram","3020000","ics"
"591041000033118","3100811000001109","Flixotide 50microgram disks (GlaxoSmithKline UK Ltd)","Flixotide 50microgram disks","Inhalation powder","Inhalation","Fluticasone propionate","50.000microgram","3020000","ics"
"591141000033119","36059211000001108","Fluticasone propionate 100microgram inhalation powder blisters","Fluticasone propionate 100microgram inhalation powder blisters","Inhalation powder","Inhalation","Fluticasone propionate","100.000microgram","3020000","ics"
"591241000033114","36059511000001106","Fluticasone propionate 250microgram inhalation powder blisters","Fluticasone propionate 250microgram inhalation powder blisters","Inhalation powder","Inhalation","Fluticasone propionate","250.000microgram","3020000","ics"
"591341000033116","36059811000001109","Fluticasone propionate 50microgram inhalation powder blisters","Fluticasone propionate 50microgram inhalation powder blisters","Inhalation powder","Inhalation","Fluticasone propionate","50.000microgram","3020000","ics"
"591441000033110","3110511000001108","Flixotide 500microgram disks (GlaxoSmithKline UK Ltd)","Flixotide 500microgram disks","Inhalation powder","Inhalation","Fluticasone propionate","500.000microgram","3020000","ics"
"591541000033111","36059611000001105","Fluticasone propionate 500microgram inhalation powder blisters","Fluticasone propionate 500microgram inhalation powder blisters","Inhalation powder","Inhalation","Fluticasone propionate","500.000microgram","3020000","ics"
"5990141000033115","17872811000001100","Prednisone 1mg modified-release tablets","Prednisone 1mg modified-release tablets","Modified-release tablet","Oral","Prednisone","1.000mg","6030200","ocs"
"5990241000033110","17873211000001107","Prednisone 2mg modified-release tablets","Prednisone 2mg modified-release tablets","Modified-release tablet","Oral","Prednisone","2.000mg","6030200","ocs"
"5990341000033117","17873811000001108","Prednisone 5mg modified-release tablets","Prednisone 5mg modified-release tablets","Modified-release tablet","Oral","Prednisone","5.000mg","6030200","ocs"
"599641000033111","3206811000001109","Foradil 12microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)","Foradil 12microgram inhalation powder capsules with device","Inhalation powder","Inhalation","Formoterol fumarate dihydrate","12.000microgram","3010101","laba"
"6456541000033118","19568411000001100","Neovent 25micrograms/dose inhaler CFC free (Kent Pharmaceuticals Ltd)","Neovent 25micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Salmeterol xinafoate","25.000microgram/1.000dose","","laba"
"772541000033111","36049411000001105","Ipratropium bromide 40micrograms/dose inhaler","Ipratropium bromide 40micrograms/dose inhaler","Pressurised inhalation","Inhalation","Ipratropium bromide","40.000microgram/1.000dose","","sama"
"772641000033112","36049311000001103","Ipratropium bromide 20micrograms/dose inhaler","Ipratropium bromide 20micrograms/dose inhaler","Pressurised inhalation","Inhalation","Ipratropium bromide","20.000microgram/1.000dose","3010200","sama"
"772841000033113","36049211000001106","Ipratropium bromide 20micrograms/dose breath actuated inhaler","Ipratropium bromide 20micrograms/dose breath actuated inhaler","Pressurised inhalation","Inhalation","Ipratropium bromide","20.000microgram/1.000dose","","sama"
"772941000033117","320339009","Ipratropium bromide 40microgram inhalation powder capsules","Ipratropium bromide 40microgram inhalation powder capsules","Inhalation powder","Inhalation","Ipratropium bromide","40.000microgram","","sama"
"773041000033110","320340006","Ipratropium bromide 40microgram inhalation powder capsules with device","Ipratropium bromide 40microgram inhalation powder capsules with device","Inhalation powder","Inhalation","Ipratropium bromide","40.000microgram","3010200","sama"
"7860041000033110","","Doxycycline Hyclate Oral suspension 50 mg/5 ml","","","","","","","abx"
"7871241000033116","8485311000001109","Doxycycline 50mg/5ml oral suspension","Doxycycline 50mg/5ml oral suspension","Oral suspension","Oral","Doxycycline hyclate","10.000mg/1.000ml","","abx"
"8028941000033114","","Symbicort Turbuhaler 320/9 micrograms/dose","","","","","","","laba_ics"
"8029141000033118","","Zithromax SD Oral Suspension 2 gram/unit dose","","","","","","","abx"
"804941000033116","40811000001101","Klaricid XL 500mg tablets (Mylan)","Klaricid XL 500mg tablets","Modified-release tablet","Oral","Clarithromycin","500.000mg","5010500","abx"
"805141000033117","917411000001101","Klaricid Paediatric 125mg/5ml oral suspension (Mylan)","Klaricid Paediatric 125mg/5ml oral suspension","Oral suspension","Oral","Clarithromycin","25.000mg/1.000ml","5010500","abx"
"805341000033119","3253811000001107","Klaricid Adult 250mg granules sachets (Mylan)","Klaricid Adult 250mg granules sachets","Granules","Oral","Clarithromycin","250.000mg","5010500","abx"
"805441000033113","463111000001102","Klaricid 500 tablets (Abbott Laboratories Ltd)","Klaricid 500 tablets","Tablet","Oral","Clarithromycin","500.000mg","1030500","abx"
"8056941000033114","38893611000001108","Aclidinium bromide 375micrograms/dose dry powder inhaler","Aclidinium bromide 375micrograms/dose dry powder inhaler","Inhalation powder","Inhalation","Aclidinium bromide","375.000microgram/1.000dose","3010200","lama"
"8057341000033112","20985511000001101","Eklira 322micrograms/dose Genuair (AstraZeneca UK Ltd)","Eklira 322micrograms/dose Genuair","Inhalation powder","Inhalation","Aclidinium bromide","375.000microgram/1.000dose","3010200","lama"
"805741000033118","220811000001105","Klaricid 250mg tablets (Abbott Laboratories Ltd)","Klaricid 250mg tablets","Tablet","Oral","Clarithromycin","250.000mg","5010500","abx"
"8101641000033112","21113911000001100","Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free","Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","50.000microgram/1.000dose + 5.000microgram/1.000dose","3020000","laba_ics"
"8101741000033115","21113711000001102","Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free","Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","125.000microgram/1.000dose + 5.000microgram/1.000dose","3020000","laba_ics"
"8101841000033113","21113811000001105","Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free","Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","250.000microgram/1.000dose + 10.000microgram/1.000dose","3020000","laba_ics"
"8101941000033117","21020611000001104","Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)","Flutiform 50micrograms/dose / 5micrograms/dose inhaler","Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","50.000microgram/1.000dose + 5.000microgram/1.000dose","3020000","laba_ics"
"8102041000033111","21019411000001101","Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)","Flutiform 125micrograms/dose / 5micrograms/dose inhaler","Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","125.000microgram/1.000dose + 5.000microgram/1.000dose","3020000","laba_ics"
"8102141000033110","21019711000001107","Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd)","Flutiform 250micrograms/dose / 10micrograms/dose inhaler","Pressurised inhalation","Inhalation","Fluticasone propionate/ Formoterol fumarate dihydrate","250.000microgram/1.000dose + 10.000microgram/1.000dose","3020000","laba_ics"
"8141741000033112","21496211000001102","Glycopyrronium bromide 55microgram inhalation powder capsules with device","Glycopyrronium bromide 55microgram inhalation powder capsules with device","Inhalation powder","Inhalation","Glycopyrronium bromide","55.000microgram","3010200","lama"
"8141841000033119","21495411000001107","Seebri Breezhaler 44microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)","Seebri Breezhaler 44microgram inhalation powder capsules with device","Inhalation powder","Inhalation","Glycopyrronium bromide","55.000microgram","3010200","lama"
"8491641000033114","22503111000001109","AirSalb 100micrograms/dose inhaler CFC free (Sandoz Ltd)","AirSalb 100micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Salbutamol sulfate","100.000microgram/1.000dose","","saba"
"8494441000033110","32652311000001103","Dilacort 2.5mg gastro-resistant tablets (Crescent Pharma Ltd)","Dilacort 2.5mg gastro-resistant tablets","Gastro-resistant tablet","Oral","Prednisolone","2.500mg","","ocs"
"8494541000033111","32652511000001109","Dilacort 5mg gastro-resistant tablets (Crescent Pharma Ltd)","Dilacort 5mg gastro-resistant tablets","Gastro-resistant tablet","Oral","Prednisolone","5.000mg","","ocs"
"8536141000033111","22650111000001100","Vertine 25micrograms/dose inhaler CFC free (Teva UK Ltd)","Vertine 25micrograms/dose inhaler CFC free","Pressurised inhalation","Inhalation","Salmeterol xinafoate","25.000microgram/1.000dose","","laba"
"857741000033118","435911000001105","Magnapen 250mg/250mg capsules (Wockhardt UK Ltd)","Magnapen 250mg/250mg capsules","Capsule","Oral","Ampicillin trihydrate/ Flucloxacillin sodium","250.000mg + 250.000mg","5010103","abx"
"867741000033114","3098711000001105","Magnapen syrup (Wockhardt UK Ltd)","Magnapen syrup","Oral suspension","Oral","Ampicillin trihydrate/ Flucloxacillin magnesium","25.000mg/1.000ml + 25.000mg/1.000ml","","abx"
"88241000033118","24011000001103","Atrovent 20micrograms/dose inhaler (Boehringer Ingelheim Ltd)","Atrovent 20micrograms/dose inhaler","Pressurised inhalation","Inhalation","Ipratropium bromide","20.000microgram/1.000dose","3010200","sama"
"88341000033111","3235911000001100","Atrovent 40microgram Aerocaps (Boehringer Ingelheim Ltd)","Atrovent 40microgram Aerocaps","Inhalation powder","Inhalation","Ipratropium bromide","40.000microgram","","sama"
"88441000033117","3238911000001106","Atrovent 40microgram Aerocaps with Aerohaler (Boehringer Ingelheim Ltd)","Atrovent 40microgram Aerocaps with Aerohaler","Inhalation powder","Inhalation","Ipratropium bromide","40.000microgram","","sama"
"88541000033116","351411000001106","Atrovent 20micrograms/dose Autohaler (Boehringer Ingelheim Ltd)","Atrovent 20micrograms/dose Autohaler","Pressurised inhalation","Inhalation","Ipratropium bromide","20.000microgram/1.000dose","","sama"
"89441000033110","347611000001103","Atrovent Forte 40micrograms/dose inhaler (Boehringer Ingelheim Ltd)","Atrovent Forte 40micrograms/dose inhaler","Pressurised inhalation","Inhalation","Ipratropium bromide","40.000microgram/1.000dose","","sama"
